,,,Original Canvass Results,,,,,,,,,,,,,,,,,,,Recount Canvass Results,,,,,,,,,,,,,,,,,
GRANT ,VILLAGE OF CASSVILLE,VILLAGE OF CASSVILLE Wards 1-2,399,202,176,1,16,3,0,0,0,0,0,0,0,0,0,0,0,1,,399,202,176,1,16,3,0,0,0,0,0,0,0,0,0,0,0,1
GRANT ,VILLAGE OF DICKEYVILLE,VILLAGE OF DICKEYVILLE Wards 1-2,530,276,225,5,17,4,1,1,0,0,0,0,0,0,0,0,0,1,,527,274,223,5,17,4,1,1,0,0,0,0,0,0,0,0,0,2
GRANT ,VILLAGE OF HAZEL GREEN,VILLAGE OF HAZEL GREEN Ward 1-2,556,259,273,1,14,8,0,0,0,1,0,0,0,0,0,0,0,0,,559,261,271,1,14,8,0,0,0,1,0,0,0,0,0,0,0,3
GRANT ,VILLAGE OF LIVINGSTON,VILLAGE OF LIVINGSTON Ward 1,286,121,133,2,25,4,0,0,0,0,0,0,0,0,0,0,0,1,,288,124,134,2,23,4,0,0,0,0,0,0,0,0,0,0,0,1
GRANT ,VILLAGE OF MONTFORT,VILLAGE OF MONTFORT Ward 1,272,123,125,1,17,1,1,1,0,2,0,0,0,0,0,0,0,1,,266,122,124,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0
GRANT ,VILLAGE OF MOUNT HOPE,VILLAGE OF MOUNT HOPE Ward 1,81,40,30,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,82,40,30,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1
GRANT ,VILLAGE OF MUSCODA,VILLAGE OF MUSCODA Wards 1-2,503,249,202,4,22,17,0,1,0,0,0,0,0,0,0,0,0,8,,503,249,202,4,22,17,0,1,0,1,0,0,0,0,0,0,0,7
GRANT ,VILLAGE OF PATCH GROVE,VILLAGE OF PATCH GROVE Ward 1,93,45,37,0,5,3,0,0,0,1,0,0,0,0,0,0,0,2,,92,45,37,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2
GRANT ,VILLAGE OF POTOSI,VILLAGE OF POTOSI Ward 1,355,198,142,2,9,3,1,0,0,0,0,0,0,0,0,0,0,0,,358,198,143,2,9,3,1,0,0,0,0,0,0,0,0,0,0,2
GRANT ,VILLAGE OF TENNYSON,VILLAGE OF TENNYSON Ward 1,178,99,68,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,178,99,68,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
GRANT ,VILLAGE OF WOODMAN,VILLAGE OF WOODMAN Ward 1,41,24,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,41,24,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
GRANT ,CITY OF BOSCOBEL,CITY OF BOSCOBEL Ward 1-4,1232,599,528,6,43,18,1,0,0,0,0,0,0,0,0,0,0,37,,1222,599,528,6,43,18,1,0,0,0,0,0,0,0,0,0,0,27
GRANT ,CITY OF CUBA CITY,CITY OF CUBA CITY Wards 1-4,842,384,400,5,30,10,0,0,0,0,0,0,0,0,0,0,0,13,,843,384,400,5,30,10,0,0,0,1,0,0,0,0,0,0,0,13
GRANT ,CITY OF FENNIMORE,CITY OF FENNIMORE Ward 1-4,1056,549,450,9,34,10,0,0,0,3,1,0,0,0,0,0,0,0,,1068,550,452,8,33,11,0,0,0,5,1,0,0,0,0,0,0,8
GRANT ,CITY OF LANCASTER,CITY OF LANCASTER Wards 1-6,1707,897,705,2,70,25,1,1,0,2,1,0,0,0,0,0,0,3,,1727,902,710,1,70,25,1,1,0,1,0,0,0,0,0,0,0,16
GRANT ,CITY OF PLATTEVILLE,CITY OF PLATTEVILLE Ward 1-2,1394,498,753,5,69,27,4,4,0,9,0,0,0,0,0,0,0,25,,1397,500,754,5,69,27,4,4,0,9,0,0,0,0,0,0,0,25
GRANT ,CITY OF PLATTEVILLE,CITY OF PLATTEVILLE Ward 3-4,1320,523,623,11,96,30,1,0,0,7,0,0,0,0,2,0,0,27,,1319,522,623,11,96,30,1,0,0,7,0,0,0,0,2,0,0,27
GRANT ,CITY OF PLATTEVILLE,CITY OF PLATTEVILLE Ward 5-6,1636,696,657,11,194,46,1,5,0,0,0,0,0,0,0,0,0,26,,1639,696,660,11,194,46,1,5,0,0,0,0,0,0,0,0,0,26
GRANT ,CITY OF PLATTEVILLE,CITY OF PLATTEVILLE Ward 7-9,1748,687,826,12,172,16,3,2,0,9,0,0,0,0,0,0,0,21,,1740,692,822,12,172,16,2,2,0,1,0,0,0,0,0,0,0,21
GREEN ,TOWN OF ADAMS,TOWN OF ADAMS Ward 1,291,146,137,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,,291,146,137,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1
GREEN ,TOWN OF ALBANY,TOWN OF ALBANY Wards 1-2,656,339,275,2,26,8,0,0,0,0,0,0,0,0,0,0,0,6,,656,339,275,2,26,8,0,0,0,0,0,0,0,0,0,0,0,6
GREEN ,TOWN OF BROOKLYN,TOWN OF BROOKLYN Wards 1-3,674,294,352,0,20,5,0,1,0,1,0,0,0,0,0,0,0,1,,674,294,352,0,20,5,0,1,0,1,0,0,0,0,0,0,0,1
GREEN ,TOWN OF CADIZ,TOWN OF CADIZ Ward 1,450,274,161,1,10,2,0,0,0,0,0,0,0,0,0,0,0,2,,450,274,161,1,10,2,0,0,0,0,0,0,0,0,0,0,0,2
GREEN ,TOWN OF CLARNO,TOWN OF CLARNO Wards 1-2,646,376,232,5,21,5,1,0,0,0,0,0,0,0,0,0,0,6,,646,376,232,5,21,5,1,0,0,1,0,0,0,0,0,0,0,5
GREEN ,TOWN OF DECATUR,TOWN OF DECATUR Wards 1-3,942,499,389,4,25,11,1,0,0,2,0,0,0,0,0,0,0,11,,942,499,389,4,25,11,1,0,0,2,0,0,0,0,0,0,0,11
GREEN ,TOWN OF EXETER,TOWN OF EXETER Wards 1-4,1163,406,682,3,47,14,0,2,0,2,0,0,0,0,0,0,0,7,,1163,406,682,3,47,14,0,2,0,2,0,0,0,0,0,0,0,7
GREEN ,TOWN OF JEFFERSON,TOWN OF JEFFERSON Wards 1-2,627,395,193,3,25,10,0,0,0,0,0,0,0,0,0,0,0,1,,627,395,193,3,25,10,0,0,0,0,0,0,0,0,0,0,0,1
GREEN ,TOWN OF JORDAN,TOWN OF JORDAN Ward 1,319,174,129,2,10,1,1,0,0,0,0,0,0,0,0,0,0,2,,319,174,129,2,10,1,1,0,0,0,0,0,0,0,0,0,0,2
GREEN ,TOWN OF MONROE,TOWN OF MONROE Wards 1-2,715,371,301,4,22,5,1,0,0,6,0,0,0,0,0,0,0,5,,715,371,301,4,22,5,1,0,0,6,0,0,0,0,0,0,0,5
GREEN ,TOWN OF MOUNT PLEASANT,TOWN OF MOUNT PLEASANT Ward 1,132,61,64,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,132,61,64,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
GREEN ,TOWN OF MOUNT PLEASANT,TOWN OF MOUNT PLEASANT Wards 2-3,196,97,87,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,,196,97,87,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1
GREEN ,TOWN OF NEW GLARUS,TOWN OF NEW GLARUS Wards 1-2,821,338,441,0,26,5,0,0,0,3,0,0,0,0,0,0,0,8,,821,338,441,0,26,5,0,0,0,5,0,0,0,0,0,0,0,6
GREEN ,TOWN OF SPRING GROVE,TOWN OF SPRING GROVE Ward 1,467,275,162,1,23,3,0,0,0,1,0,0,0,0,0,0,0,2,,467,275,162,1,23,3,0,0,0,1,0,0,0,0,0,0,0,2
GREEN ,TOWN OF SYLVESTER,TOWN OF SYLVESTER Wards 1-2,567,312,225,2,23,3,0,0,0,0,0,0,0,0,0,0,0,2,,567,312,225,2,23,3,0,0,0,1,0,0,0,0,0,0,0,1
GREEN ,TOWN OF WASHINGTON,TOWN OF WASHINGTON Ward 1,451,212,223,2,9,2,0,0,0,0,0,0,0,0,0,0,0,3,,451,212,223,2,9,2,0,0,0,1,0,0,0,0,0,0,0,2
GREEN ,TOWN OF YORK,TOWN OF YORK Ward 1,546,219,294,6,11,7,0,0,0,4,0,0,0,0,0,0,0,5,,546,219,294,6,11,7,0,0,0,4,0,0,0,0,0,0,0,5
GREEN ,VILLAGE OF ALBANY,VILLAGE OF ALBANY Wards 1-2,478,198,245,2,25,6,0,0,0,0,0,0,0,0,0,0,0,2,,478,198,245,2,25,6,0,0,0,0,0,0,0,0,0,0,0,2
GREEN ,VILLAGE OF BELLEVILLE,VILLAGE OF BELLEVILLE Ward 3,292,97,169,2,11,7,0,0,0,0,0,0,0,0,0,0,0,6,,292,97,169,2,11,7,0,0,0,3,0,0,0,0,0,0,0,3
GREEN ,VILLAGE OF BROOKLYN,VILLAGE OF BROOKLYN Ward 2,252,87,143,2,14,4,0,0,0,0,0,0,0,0,0,0,0,2,,252,87,143,2,14,4,0,0,0,0,0,0,0,0,0,0,0,2
GREEN ,VILLAGE OF BROWNTOWN,VILLAGE OF BROWNTOWN Ward 1,120,67,43,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3,,120,67,43,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3
GREEN ,VILLAGE OF MONTICELLO,VILLAGE OF MONTICELLO Wards 1-2,633,239,353,3,25,7,0,0,0,1,0,0,0,0,0,0,0,5,,633,239,353,3,25,7,0,0,0,1,0,0,0,0,0,0,0,5
GREEN ,VILLAGE OF NEW GLARUS,VILLAGE OF NEW GLARUS Wards 1-4,1217,362,773,3,49,12,1,0,0,5,0,0,0,0,0,0,0,12,,1217,362,773,3,49,12,1,0,0,5,0,0,0,0,0,0,0,12
GREEN ,CITY OF BRODHEAD,CITY OF BRODHEAD Wards 1-6,1348,688,563,5,55,16,2,0,0,0,0,0,0,0,0,0,0,19,,1348,688,563,5,55,16,2,0,0,3,0,0,0,0,0,0,0,16
GREEN ,CITY OF MONROE,CITY OF MONROE Wards 1-9,4982,2167,2486,24,189,55,4,1,0,11,0,0,0,0,0,1,0,44,,4982,2167,2486,24,189,55,4,1,0,12,0,0,0,0,0,1,0,43
GREEN LAKE ,TOWN OF BERLIN,TOWN OF BERLIN Ward 1-3,667,492,145,4,19,4,0,0,0,2,0,0,0,0,0,0,0,1,,669,491,145,4,19,4,0,0,0,2,0,0,0,0,0,0,0,4
GREEN LAKE ,TOWN OF BROOKLYN,TOWN OF BROOKLYN Wards 1-3,1131,729,327,7,39,8,2,0,0,14,0,0,0,0,0,0,0,5,,1134,732,325,7,39,8,2,0,0,14,0,0,0,0,0,0,0,7
GREEN LAKE ,TOWN OF GREEN LAKE,TOWN OF GREEN LAKE Wards 1-2,714,506,174,4,22,3,0,0,0,3,0,0,0,0,0,0,0,2,,714,503,169,4,22,3,0,0,0,5,0,0,0,0,0,0,0,8
GREEN LAKE ,TOWN OF KINGSTON,TOWN OF KINGSTON Wards 1-2,290,202,60,9,14,3,0,0,0,0,0,0,0,0,0,0,0,2,,291,203,60,9,14,3,0,0,0,0,0,0,0,0,0,0,0,2
GREEN LAKE ,TOWN OF MACKFORD,TOWN OF MACKFORD Ward 1,286,237,42,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,,286,237,42,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1
GREEN LAKE ,TOWN OF MANCHESTER,TOWN OF MANCHESTER Ward 1,357,256,87,3,4,3,2,0,0,1,0,0,0,0,0,0,0,1,,357,256,87,3,4,3,2,0,0,1,0,0,0,0,0,0,0,1
GREEN LAKE ,TOWN OF MARQUETTE,TOWN OF MARQUETTE Ward 1,279,196,73,1,5,1,0,0,0,1,0,0,0,0,0,0,0,2,,277,194,73,1,5,1,0,0,0,1,0,0,0,0,0,0,0,2
GREEN LAKE ,TOWN OF PRINCETON,TOWN OF PRINCETON Wards 1-4,863,580,251,2,20,9,1,0,0,0,0,0,0,0,0,0,0,0,,872,584,251,2,20,9,1,0,0,0,0,0,0,0,0,0,0,5
GREEN LAKE ,TOWN OF ST. MARIE,TOWN OF ST. MARIE Wards 1-2,231,159,65,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,,231,159,65,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2
GREEN LAKE ,TOWN OF SENECA,TOWN OF SENECA Ward 1,228,152,67,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,,229,152,67,0,6,2,0,0,0,1,0,0,0,0,0,0,0,1
GREEN LAKE ,VILLAGE OF KINGSTON,VILLAGE OF KINGSTON Ward 1,169,114,43,0,6,4,0,0,0,1,0,0,0,0,0,0,0,1,,169,114,43,0,6,4,0,0,0,1,0,0,0,0,0,0,0,1
GREEN LAKE ,VILLAGE OF MARQUETTE,VILLAGE OF MARQUETTE Ward 1,87,52,31,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,87,52,31,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
GREEN LAKE ,CITY OF BERLIN,CITY OF BERLIN Ward 1-6,2234,1346,774,6,83,19,1,0,0,2,0,0,0,0,0,0,0,3,,2248,1348,774,6,85,19,1,0,0,6,0,0,0,0,0,0,0,9
GREEN LAKE ,CITY OF GREEN LAKE,CITY OF GREEN LAKE Wards 1-3,564,330,205,4,15,1,0,0,0,4,0,0,0,0,0,0,0,5,,562,330,205,4,15,1,0,0,0,4,0,0,0,0,0,0,0,3
GREEN LAKE ,CITY OF MARKESAN,CITY OF MARKESAN Wards 1-3,687,479,176,6,13,6,0,0,0,4,0,0,0,0,0,0,0,3,,686,477,174,6,13,6,0,0,0,4,0,0,0,0,0,0,0,6
GREEN LAKE ,CITY OF PRINCETON,CITY OF PRINCETON Wards 1-4,601,383,181,1,18,9,1,1,0,1,0,0,0,0,0,0,0,6,,604,384,182,1,18,9,1,1,0,2,0,0,0,0,0,0,0,6
IOWA ,TOWN OF ARENA,TOWN OF ARENA Ward 1-2,795,325,435,3,18,8,0,0,0,0,0,0,0,0,0,0,0,6,,801,325,436,3,18,9,0,0,0,4,0,0,0,0,0,0,0,6
IOWA ,TOWN OF BRIGHAM,TOWN OF BRIGHAM Wards 1-2,634,229,372,1,24,3,0,0,0,0,0,0,0,0,0,0,0,5,,636,229,372,1,24,3,0,0,0,2,0,0,0,0,0,0,0,5
IOWA ,TOWN OF CLYDE,TOWN OF CLYDE Ward 1,196,68,111,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,,196,68,111,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0
IOWA ,TOWN OF DODGEVILLE,TOWN OF DODGEVILLE Wards 1-4,947,391,515,2,24,8,1,0,0,0,0,0,0,0,0,0,0,6,,947,391,515,2,24,8,1,0,0,0,0,0,0,0,0,0,0,6
IOWA ,TOWN OF EDEN,TOWN OF EDEN Ward 1,207,99,93,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,,208,99,93,1,11,0,0,0,0,1,0,0,0,0,0,0,0,3
IOWA ,TOWN OF HIGHLAND,TOWN OF HIGHLAND Ward 1-2,378,183,176,2,10,3,1,0,0,0,0,0,0,0,0,0,0,3,,378,183,176,2,10,3,1,0,0,0,0,0,0,0,0,0,0,3
IOWA ,TOWN OF LINDEN,TOWN OF LINDEN Ward 1-3,380,207,157,4,4,3,1,0,0,0,0,0,0,0,0,0,0,4,,381,207,157,4,4,3,1,0,0,1,0,0,0,0,0,0,0,4
IOWA ,TOWN OF MIFFLIN,TOWN OF MIFFLIN Ward 1-2,274,145,108,4,8,4,1,0,0,0,0,0,0,0,0,0,0,4,,276,145,108,4,8,4,1,0,0,2,0,0,0,0,0,0,0,4
IOWA ,TOWN OF MINERAL POINT,TOWN OF MINERAL POINT Ward 1-2,482,243,215,3,13,0,1,1,0,2,0,0,0,0,0,0,0,4,,482,243,215,3,13,0,1,1,0,2,0,0,0,0,0,0,0,4
IOWA ,TOWN OF MOSCOW,TOWN OF MOSCOW Ward 1-2,339,136,185,2,6,5,1,0,0,0,0,0,0,0,0,0,0,4,,339,136,185,2,6,5,1,0,0,0,0,0,0,0,0,0,0,4
IOWA ,TOWN OF PULASKI,TOWN OF PULASKI Ward 1,180,96,79,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,180,96,79,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
IOWA ,TOWN OF RIDGEWAY,TOWN OF RIDGEWAY Ward 1-2,355,126,212,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,,355,126,212,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1
IOWA ,TOWN OF WALDWICK,TOWN OF WALDWICK Ward 1-2,260,98,140,0,15,0,0,1,0,1,0,0,0,0,0,0,0,5,,259,97,140,0,15,0,0,1,0,1,0,0,0,0,0,0,0,5
IOWA ,TOWN OF WYOMING,TOWN OF WYOMING Ward 1-2,221,61,144,0,7,5,0,0,0,2,0,0,0,0,0,0,0,2,,221,61,144,0,7,5,0,0,0,2,0,0,0,0,0,0,0,2
IOWA ,VILLAGE OF ARENA,VILLAGE OF ARENA Ward 1,406,150,223,2,18,5,0,1,0,0,0,0,0,0,0,0,0,7,,406,150,222,2,18,5,0,1,0,1,0,0,0,0,0,0,0,7
IOWA ,VILLAGE OF AVOCA,VILLAGE OF AVOCA Ward 1,230,108,105,1,8,6,1,0,0,0,0,0,0,0,0,0,0,1,,230,108,105,1,8,6,1,0,0,0,0,0,0,0,0,0,0,1
IOWA ,VILLAGE OF BARNEVELD,VILLAGE OF BARNEVELD Wards 1-2,639,215,375,4,38,2,0,0,0,0,0,0,0,0,0,0,0,5,,639,215,375,4,38,2,0,0,0,0,0,0,0,0,0,0,0,5
IOWA ,VILLAGE OF BLANCHARDVILLE,VILLAGE OF BLANCHARDVILLE Ward 2,85,27,53,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,85,27,53,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
IOWA ,VILLAGE OF COBB,VILLAGE OF COBB Ward 1,246,96,126,4,15,2,0,0,0,0,0,0,0,0,0,0,0,3,,246,96,126,4,15,2,0,0,0,0,0,0,0,0,0,0,0,3
IOWA ,VILLAGE OF HIGHLAND,VILLAGE OF HIGHLAND Ward 1,388,175,193,2,10,2,1,1,0,0,0,0,0,0,0,0,0,4,,390,175,195,2,10,2,1,1,0,0,0,0,0,0,0,0,0,4
IOWA ,VILLAGE OF HOLLANDALE,VILLAGE OF HOLLANDALE Ward 1,145,31,104,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5,,145,31,104,1,3,1,0,0,0,0,0,0,0,0,0,0,0,5
IOWA ,VILLAGE OF LINDEN,VILLAGE OF LINDEN Ward 1,229,92,120,0,11,2,1,0,0,0,0,0,0,0,0,0,0,3,,229,92,120,0,11,2,1,0,0,0,0,0,0,0,0,0,0,3
IOWA ,VILLAGE OF LIVINGSTON,VILLAGE OF LIVINGSTON Ward 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOWA ,VILLAGE OF MONTFORT,VILLAGE OF MONTFORT Ward 2,54,22,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,54,22,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IOWA ,VILLAGE OF MUSCODA,VILLAGE OF MUSCODA Ward 3,14,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,15,7,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
IOWA ,VILLAGE OF REWEY,VILLAGE OF REWEY Ward 1,102,38,55,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,102,38,55,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
IOWA ,VILLAGE OF RIDGEWAY,VILLAGE OF RIDGEWAY Ward 1,323,135,155,2,20,4,0,0,0,0,0,0,0,0,0,0,0,7,,324,135,155,2,20,4,0,0,0,1,0,0,0,0,0,0,0,7
IOWA ,CITY OF DODGEVILLE,CITY OF DODGEVILLE Wards 1-10,2379,842,1340,9,130,26,0,0,0,0,0,0,0,0,0,0,0,32,,2379,842,1340,9,130,26,0,0,0,0,0,0,0,0,0,0,0,32
IOWA ,CITY OF MINERAL POINT,CITY OF MINERAL POINT Wards 1-6,1370,463,841,9,24,16,2,1,0,0,0,0,0,0,0,0,0,14,,1370,463,839,9,24,16,2,1,0,2,0,0,0,0,0,0,0,14
IRON ,TOWN OF ANDERSON,TOWN OF ANDERSON Ward 1,47,23,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,47,23,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IRON ,TOWN OF CAREY,TOWN OF CAREY Ward 1,98,62,28,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,,97,62,28,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2
IRON ,TOWN OF GURNEY,TOWN OF GURNEY Ward 1,83,41,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,83,41,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IRON ,TOWN OF KIMBALL,TOWN OF KIMBALL Ward 1,294,171,112,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,,294,171,112,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1
IRON ,TOWN OF KNIGHT,TOWN OF KNIGHT Ward 1,103,57,38,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,,103,57,38,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1
IRON ,TOWN OF MERCER,TOWN OF MERCER Wards 1-4,983,634,307,2,24,7,0,0,0,1,0,0,0,0,0,0,0,8,,993,634,309,2,24,7,0,0,0,2,0,0,0,0,0,0,0,15
IRON ,TOWN OF OMA,TOWN OF OMA Ward 1,242,156,83,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,242,155,84,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
IRON ,TOWN OF PENCE,TOWN OF PENCE Ward 1,101,50,47,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,101,50,47,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
IRON ,TOWN OF SAXON,TOWN OF SAXON Ward 1,215,130,74,1,6,3,0,0,0,0,0,0,0,0,0,0,0,1,,215,130,74,1,6,3,0,0,0,0,0,0,0,0,0,0,0,1
IRON ,TOWN OF SHERMAN,TOWN OF SHERMAN Ward 1,200,130,64,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,,200,130,64,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1
IRON ,CITY OF HURLEY,CITY OF HURLEY Ward 1,209,111,90,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,,210,111,90,0,3,4,0,0,0,0,0,0,0,0,0,0,0,2
IRON ,CITY OF HURLEY,CITY OF HURLEY Ward 2,200,117,79,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,117,79,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
IRON ,CITY OF HURLEY,CITY OF HURLEY Ward 3,126,76,43,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,,125,75,42,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2
IRON ,CITY OF HURLEY,CITY OF HURLEY Ward 4,178,100,70,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,,174,93,70,1,5,2,0,0,0,0,0,0,0,0,0,0,0,3
IRON ,CITY OF MONTREAL,CITY OF MONTREAL Ward 1-2,418,232,175,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,,429,232,175,1,7,6,0,0,0,3,0,0,0,0,0,0,0,5
JACKSON ,TOWN OF ADAMS,TOWN OF ADAMS Ward 1-3,771,428,301,3,22,15,1,1,0,0,0,0,0,0,0,0,0,0,,770,427,301,3,22,15,1,1,0,0,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF ALBION,TOWN OF ALBION Ward 1-4,627,345,248,5,16,7,1,3,0,1,0,0,0,0,0,0,0,1,,627,345,248,5,16,7,1,3,0,1,0,0,0,0,0,0,0,1
JACKSON ,TOWN OF ALMA,"TOWN OF ALMA Ward 1,4",144,95,40,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,144,95,40,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF ALMA,"TOWN OF ALMA Ward 2-3,5",315,186,112,2,11,1,0,0,0,1,0,0,0,0,0,0,0,2,,315,186,112,2,11,1,0,0,0,1,0,0,0,0,0,0,0,2
JACKSON ,TOWN OF BEAR BLUFF,TOWN OF BEAR BLUFF Ward 1,81,69,6,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,,81,69,6,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF BROCKWAY,TOWN OF BROCKWAY Ward 1-6,816,330,432,4,27,10,1,0,0,0,0,0,0,0,0,0,0,12,,817,331,432,4,27,10,1,0,0,0,0,0,0,0,0,0,0,12
JACKSON ,TOWN OF CITY POINT,TOWN OF CITY POINT Ward 1,99,63,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,99,63,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF CLEVELAND,TOWN OF CLEVELAND Ward 1,254,154,80,0,6,5,1,1,0,2,0,0,0,0,0,0,0,5,,254,154,80,0,6,5,1,1,0,2,0,0,0,0,0,0,0,5
JACKSON ,TOWN OF CURRAN,TOWN OF CURRAN Ward 1,161,85,69,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,,161,85,69,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
JACKSON ,TOWN OF FRANKLIN,TOWN OF FRANKLIN Ward 1,195,100,91,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,195,100,91,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF GARDEN VALLEY,TOWN OF GARDEN VALLEY Ward 1,231,142,74,4,6,1,0,1,0,0,1,0,0,0,0,0,0,2,,231,142,74,4,6,1,0,1,0,0,1,0,0,0,0,0,0,2
JACKSON ,TOWN OF GARFIELD,TOWN OF GARFIELD Ward 1,333,214,97,1,12,3,0,0,0,2,0,0,0,0,0,0,0,4,,333,214,97,1,12,3,0,0,0,2,0,0,0,0,0,0,0,4
JACKSON ,TOWN OF HIXTON,TOWN OF HIXTON Ward 1-2,315,203,99,0,9,2,1,0,0,1,0,0,0,0,0,0,0,0,,315,203,99,0,9,2,1,0,0,1,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF IRVING,TOWN OF IRVING Ward 1-3,357,191,145,2,16,2,0,0,0,0,0,0,0,0,0,0,0,1,,357,191,145,2,16,2,0,0,0,0,0,0,0,0,0,0,0,1
JACKSON ,TOWN OF KNAPP,TOWN OF KNAPP Ward 1,190,141,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,190,141,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF KOMENSKY,TOWN OF KOMENSKY Ward 1,154,28,114,1,3,6,0,0,0,0,0,0,0,0,0,0,0,2,,154,28,114,1,3,6,0,0,0,0,0,0,0,0,0,0,0,2
JACKSON ,TOWN OF MANCHESTER,TOWN OF MANCHESTER Ward 1,396,250,118,1,16,7,0,0,0,4,0,0,0,0,0,0,0,0,,396,250,118,1,16,7,0,0,0,4,0,0,0,0,0,0,0,0
JACKSON ,TOWN OF MELROSE,TOWN OF MELROSE Ward 1,226,135,81,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,,226,135,81,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1
JACKSON ,TOWN OF MILLSTON,TOWN OF MILLSTON Ward 1,94,59,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,,94,59,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
